Appname;Variable;ICC(2,k) Interrater;ICC(2,k) 95 conf;ICC(3,k) Interrater;ICC(3,k) 95 conf;ICC(3,1) Interrater;ICC(3,1) 95 conf
adidas Running: Lauf App;Unterhaltung;0.18518518518518534;[-0.73  0.87];0.3030303030303033;[-5.69  0.93];0.17857142857142877;[-0.74  0.86]
adidas Running: Lauf App;Interesse;0.4166666666666668;[-0.77  0.92];0.5405405405405408;[-3.41  0.95];0.37037037037037057;[-0.63  0.91]
adidas Running: Lauf App;Individuelle Anpassbarkeit;-2.1147105230955366e-16;[-1.48  0.85];-3.1720657846433045e-16;[-8.6  0.9];-1.586032892321652e-16;[-0.81  0.81]
adidas Running: Lauf App;Interaktivität;0.14285714285714285;[-0.51  0.83];0.2857142857142857;[-5.86  0.93];0.16666666666666666;[-0.75  0.86]
adidas Running: Lauf App;Zielgruppe;0.24390243902439032;[-0.28  0.85];0.5405405405405408;[-3.41  0.95];0.37037037037037057;[-0.63  0.91]
adidas Running: Lauf App;SECTION A: Engagement;0.21306818181818118;[-0.55  0.86];0.37359900373598887;[-5.02  0.93];0.22970903522205116;[-0.71  0.88]
adidas Running: Lauf App;Leistung;0.2631578947368421;[-0.38  0.87];0.5;[-3.8   0.95];0.3333333333333333;[-0.66  0.9 ]
adidas Running: Lauf App;Nutzerfreundlichkeit;-0.1724137931034483;[-1.    0.77];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
adidas Running: Lauf App;Navigation;-0.23809523809523786;[-1.6  0.8];-0.43478260869565183;[-12.78   0.85];-0.17857142857142846;[-0.86  0.74]
adidas Running: Lauf App;Motorisches, gestisches Design;-0.20833333333333376;[-1.17  0.77];-0.4545454545454553;[-12.97   0.85];-0.18518518518518545;[-0.87  0.74]
adidas Running: Lauf App;SECTION B: Funktionalität;-0.04597701149425253;[-0.85  0.8 ];-0.09685230024213007;[-9.53  0.89];-0.0461893764434177;[-0.83  0.8 ]
adidas Running: Lauf App;Layout;-0.1724137931034483;[-1.    0.77];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
adidas Running: Lauf App;Grafik;0.14285714285714285;[-0.51  0.83];0.2857142857142857;[-5.86  0.93];0.16666666666666666;[-0.75  0.86]
adidas Running: Lauf App;Visueller Anreiz;0.14285714285714285;[-0.51  0.83];0.2857142857142857;[-5.86  0.93];0.16666666666666666;[-0.75  0.86]
adidas Running: Lauf App;SECTION C: Ästhetik;0.05434000863047181;[-0.53  0.8 ];0.12471938139186792;[-7.41  0.91];0.066507049747273;[-0.79  0.83]
adidas Running: Lauf App;Qualität der Information;0.24390243902439032;[-0.28  0.85];0.5405405405405408;[-3.41  0.95];0.37037037037037057;[-0.63  0.91]
adidas Running: Lauf App;Quantität der Information;0.4878048780487802;[-0.29  0.93];0.7692307692307687;[-1.22  0.98];0.6249999999999993;[-0.38  0.95]
adidas Running: Lauf App;Visuelle Information;0.0;[-0.99  0.83];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
adidas Running: Lauf App;Glaubwürdigkeit;0.13157894736842093;[-0.37  0.81];0.3124999999999997;[-5.6   0.93];0.18518518518518498;[-0.74  0.87]
adidas Running: Lauf App;SECTION D: Information;0.2337228714524208;[-0.35  0.85];0.477001703577513;[-4.02  0.95];0.31319910514541405;[-0.67  0.9 ]
adidas Running: Lauf App;Bewusstsein;0.0;[-4.72  0.89];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
adidas Running: Lauf App;Wissen;0.0;[-8.6  0.9];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
adidas Running: Lauf App;Einstellung;0.0;[-8.6  0.9];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
adidas Running: Lauf App;Absicht zur Veränderung;0.0;[-8.6  0.9];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
adidas Running: Lauf App;Hilfe suchen;0.0;[-8.6  0.9];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
adidas Running: Lauf App;Verhaltensänderung;0.0;[-8.6  0.9];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
adidas Running: Lauf App;SECTION F: Wahrgenommene Wirkung der App;-2.713005821100151e-16;[-7.47  0.89];-2.7559387227801005e-16;[-8.6  0.9];-1.37796936139005e-16;[-0.81  0.81]
Alarmy - Wecker und Schlaf;Unterhaltung;-0.06849315068493132;[-0.26  0.58];-0.43478260869565105;[-12.78   0.85];-0.1785714285714282;[-0.86  0.74]
Alarmy - Wecker und Schlaf;Interesse;1.7529837230923522e-16;[-0.2   0.61];9.516197353929913e-16;[-8.6  0.9];4.758098676964959e-16;[-0.81  0.81]
Alarmy - Wecker und Schlaf;Individuelle Anpassbarkeit;0.09433962264150951;[-0.23  0.74];0.3125000000000003;[-5.6   0.93];0.18518518518518537;[-0.74  0.87]
Alarmy - Wecker und Schlaf;Interaktivität;7.162729191130043e-17;[-0.24  0.65];3.289549702593056e-16;[-8.6  0.9];1.6447748512965284e-16;[-0.81  0.81]
Alarmy - Wecker und Schlaf;Zielgruppe;-0.3125;[-0.56  0.61];-2.0;[-27.81   0.69];-0.5;[-0.93  0.52]
Alarmy - Wecker und Schlaf;SECTION A: Engagement;-0.0490837696335079;[-0.28  0.62];-0.2599653379549395;[-11.1    0.87];-0.11503067484662582;[-0.85  0.77]
Alarmy - Wecker und Schlaf;Leistung;-0.09259259259259259;[-0.41  0.66];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
Alarmy - Wecker und Schlaf;Nutzerfreundlichkeit;-0.3125;[-0.56  0.61];-2.0;[-27.81   0.69];-0.5;[-0.93  0.52]
Alarmy - Wecker und Schlaf;Navigation;-0.17241379310344818;[-0.45  0.64];-0.9090909090909086;[-17.34   0.8 ];-0.3124999999999999;[-0.9   0.67]
Alarmy - Wecker und Schlaf;Motorisches, gestisches Design;-0.1587301587301585;[-0.35  0.59];-1.1111111111111098;[-19.28   0.78];-0.3571428571428569;[-0.91  0.64]
Alarmy - Wecker und Schlaf;SECTION B: Funktionalität;-0.18202502844141077;[-0.42  0.62];-1.0921501706484646;[-19.09   0.78];-0.35320088300220764;[-0.91  0.64]
Alarmy - Wecker und Schlaf;Layout;-0.10638297872340416;[-0.44  0.67];-0.4545454545454541;[-12.97   0.85];-0.18518518518518504;[-0.87  0.74]
Alarmy - Wecker und Schlaf;Grafik;-0.3125;[-0.56  0.61];-2.0;[-27.81   0.69];-0.5;[-0.93  0.52]
Alarmy - Wecker und Schlaf;Visueller Anreiz;-0.09259259259259259;[-0.41  0.66];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
Alarmy - Wecker und Schlaf;SECTION C: Ästhetik;-0.05769452671256584;[-0.3   0.62];-0.29963635042925163;[-11.48   0.86];-0.13029727520758722;[-0.85  0.76]
Alarmy - Wecker und Schlaf;Qualität der Information;0.0;[-0.26  0.66];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
Alarmy - Wecker und Schlaf;Quantität der Information;-0.1587301587301585;[-0.35  0.59];-1.1111111111111098;[-19.28   0.78];-0.3571428571428569;[-0.91  0.64]
Alarmy - Wecker und Schlaf;Visuelle Information;-0.09259259259259259;[-0.41  0.66];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
Alarmy - Wecker und Schlaf;Glaubwürdigkeit;-0.1587301587301585;[-0.35  0.59];-1.1111111111111098;[-19.28   0.78];-0.3571428571428569;[-0.91  0.64]
Alarmy - Wecker und Schlaf;SECTION D: Information;-0.10752688172043007;[-0.34  0.61];-0.6116207951070335;[-14.48   0.83];-0.23419203747072598;[-0.88  0.71]
Alarmy - Wecker und Schlaf;Bewusstsein;3.524517538492561e-17;[-0.11  0.48];3.289549702593056e-16;[-8.6  0.9];1.6447748512965284e-16;[-0.81  0.81]
Alarmy - Wecker und Schlaf;Wissen;0.07575757575757593;[-0.06  0.59];0.5405405405405417;[-3.41  0.95];0.37037037037037146;[-0.63  0.91]
Alarmy - Wecker und Schlaf;Einstellung;3.524517538492561e-17;[-0.11  0.48];3.289549702593056e-16;[-8.6  0.9];1.6447748512965284e-16;[-0.81  0.81]
Alarmy - Wecker und Schlaf;Absicht zur Veränderung;0.0;[-0.09  0.44];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
Alarmy - Wecker und Schlaf;Hilfe suchen;3.524517538492561e-17;[-0.11  0.48];3.289549702593056e-16;[-8.6  0.9];1.6447748512965284e-16;[-0.81  0.81]
Alarmy - Wecker und Schlaf;Verhaltensänderung;3.524517538492561e-17;[-0.11  0.48];3.289549702593056e-16;[-8.6  0.9];1.6447748512965284e-16;[-0.81  0.81]
Alarmy - Wecker und Schlaf;SECTION F: Wahrgenommene Wirkung der App;0.01327111004248323;[-0.09  0.48];0.12344916980433365;[-7.42  0.91];0.06578514571409809;[-0.79  0.83]
Asana Rebel: Yoga und Fitness;Unterhaltung;-0.05390835579514801;[-0.07  0.18];-3.076923076923064;[-38.16   0.58];-0.6060606060606051;[-0.95  0.4 ]
Asana Rebel: Yoga und Fitness;Interesse;3.7114083820322226e-16;[-0.04  0.25];9.539694137519863e-15;[-8.6  0.9];4.7698470687599546e-15;[-0.81  0.81]
Asana Rebel: Yoga und Fitness;Individuelle Anpassbarkeit;0.013623978201634721;[-0.03  0.28];0.30303030303029954;[-5.69  0.93];0.17857142857142616;[-0.74  0.86]
Asana Rebel: Yoga und Fitness;Interaktivität;-0.014534883720929856;[-0.05  0.24];-0.4545454545454428;[-12.97   0.85];-0.1851851851851813;[-0.87  0.74]
Asana Rebel: Yoga und Fitness;Zielgruppe;-3.795634272222756e-17;[-0.05  0.31];-7.201446646217231e-16;[-8.6  0.9];-3.6007233231086145e-16;[-0.81  0.81]
Asana Rebel: Yoga und Fitness;SECTION A: Engagement;-0.011286681715575245;[-0.04  0.23];-0.3521126760563263;[-11.99   0.86];-0.14970059880239098;[-0.86  0.75]
Asana Rebel: Yoga und Fitness;Leistung;-0.048701298701298745;[-0.08  0.27];-1.764705882352943;[-25.55   0.71];-0.4687500000000002;[-0.93  0.55]
Asana Rebel: Yoga und Fitness;Nutzerfreundlichkeit;-0.048701298701298745;[-0.08  0.27];-1.764705882352943;[-25.55   0.71];-0.4687500000000002;[-0.93  0.55]
Asana Rebel: Yoga und Fitness;Navigation;-0.013850415512465537;[-0.05  0.24];-0.4347826086956572;[-12.78   0.85];-0.17857142857143027;[-0.86  0.74]
Asana Rebel: Yoga und Fitness;Motorisches, gestisches Design;-0.032362459546925605;[-0.06  0.25];-1.1764705882352957;[-19.9    0.77];-0.3703703703703707;[-0.91  0.63]
Asana Rebel: Yoga und Fitness;SECTION B: Funktionalität;-0.035080880919898694;[-0.06  0.25];-1.2996389891696767;[-21.09   0.76];-0.39387308533916876;[-0.91  0.61]
Asana Rebel: Yoga und Fitness;Layout;-0.044117647058823144;[-0.07  0.25];-1.7647058823529258;[-25.55   0.71];-0.46874999999999784;[-0.93  0.55]
Asana Rebel: Yoga und Fitness;Grafik;-0.048701298701298745;[-0.08  0.27];-1.764705882352943;[-25.55   0.71];-0.4687500000000002;[-0.93  0.55]
Asana Rebel: Yoga und Fitness;Visueller Anreiz;-0.014534883720929856;[-0.05  0.24];-0.4545454545454428;[-12.97   0.85];-0.1851851851851813;[-0.87  0.74]
Asana Rebel: Yoga und Fitness;SECTION C: Ästhetik;-0.035377358490566745;[-0.06  0.25];-1.3815789473684592;[-21.87   0.75];-0.4085603112840534;[-0.92  0.6 ]
Asana Rebel: Yoga und Fitness;Qualität der Information;-0.014534883720929856;[-0.05  0.24];-0.4545454545454428;[-12.97   0.85];-0.1851851851851813;[-0.87  0.74]
Asana Rebel: Yoga und Fitness;Quantität der Information;0.03846153846153867;[-0.02  0.37];0.6976744186046551;[-1.9   0.97];0.5357142857142904;[-0.49  0.94]
Asana Rebel: Yoga und Fitness;Visuelle Information;0.014204545454545817;[-0.03  0.32];0.2702702702702772;[-6.01  0.92];0.15625000000000464;[-0.75  0.86]
Asana Rebel: Yoga und Fitness;Glaubwürdigkeit;-0.013850415512465537;[-0.05  0.24];-0.4347826086956572;[-12.78   0.85];-0.17857142857143027;[-0.86  0.74]
Asana Rebel: Yoga und Fitness;SECTION D: Information;0.006928806513078551;[-0.03  0.26];0.17094017094018157;[-6.96  0.91];0.09345794392524001;[-0.78  0.84]
Asana Rebel: Yoga und Fitness;Bewusstsein;-2.8180715723526953e-16;[-0.04  0.26];-6.7782037292904296e-15;[-8.6  0.9];-3.3891018646452033e-15;[-0.81  0.81]
Asana Rebel: Yoga und Fitness;Wissen;-0.023148148148148178;[-0.06  0.25];-0.7407407407407417;[-15.72   0.82];-0.2702702702702705;[-0.89  0.69]
Asana Rebel: Yoga und Fitness;Einstellung;-0.02227171492204929;[-0.05  0.22];-0.8695652173913156;[-16.96   0.81];-0.30303030303030576;[-0.89  0.67]
Asana Rebel: Yoga und Fitness;Absicht zur Veränderung;-0.04329004329004326;[-0.06  0.15];-3.0769230769230753;[-38.16   0.58];-0.606060606060606;[-0.95  0.4 ]
Asana Rebel: Yoga und Fitness;Hilfe suchen;0.010964912280701473;[-0.02  0.24];0.30303030303029527;[-5.69  0.93];0.17857142857142316;[-0.74  0.86]
Asana Rebel: Yoga und Fitness;Verhaltensänderung;2.8106912015826744e-17;[-0.03  0.23];8.074349270001139e-16;[-8.6  0.9];4.037174635000571e-16;[-0.81  0.81]
Asana Rebel: Yoga und Fitness;SECTION F: Wahrgenommene Wirkung der App;-0.012841680425610444;[-0.04  0.22];-0.4453870625663039;[-12.88   0.85];-0.18213356461405902;[-0.87  0.74]
Asics Runkeeper Lauf-Tracker;Unterhaltung;-0.02085505735140766;[-0.04  0.16];-1.4814814814814772;[-22.83   0.74];-0.42553191489361636;[-0.92  0.59]
Asics Runkeeper Lauf-Tracker;Interesse;-0.011049723756905824;[-0.02  0.13];-0.8695652173912843;[-16.96   0.81];-0.30303030303029815;[-0.89  0.67]
Asics Runkeeper Lauf-Tracker;Individuelle Anpassbarkeit;-9.566547604479809e-17;[-0.01  0.12];-6.2501444349268065e-15;[-8.6  0.9];-3.125072217463394e-15;[-0.81  0.81]
Asics Runkeeper Lauf-Tracker;Interaktivität;-0.010449320794148618;[-0.02  0.1 ];-1.1764705882353208;[-19.9    0.77];-0.3703703703703756;[-0.91  0.63]
Asics Runkeeper Lauf-Tracker;Zielgruppe;-0.01768867924528302;[-0.03  0.11];-2.0;[-27.81   0.69];-0.5;[-0.93  0.52]
Asics Runkeeper Lauf-Tracker;SECTION A: Engagement;-0.012118274357731815;[-0.02  0.11];-1.3033175355450632;[-21.12   0.76];-0.39454806312769736;[-0.91  0.61]
Asics Runkeeper Lauf-Tracker;Leistung;-0.0058548009367681494;[-0.02  0.12];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
Asics Runkeeper Lauf-Tracker;Nutzerfreundlichkeit;-0.00568828213879418;[-0.02  0.11];-0.4545454545454622;[-12.97   0.85];-0.18518518518518773;[-0.87  0.74]
Asics Runkeeper Lauf-Tracker;Navigation;-0.01768867924528302;[-0.03  0.11];-2.0;[-27.81   0.69];-0.5;[-0.93  0.52]
Asics Runkeeper Lauf-Tracker;Motorisches, gestisches Design;-0.022246941045605973;[-0.03  0.08];-3.0769230769230425;[-38.16   0.58];-0.6060606060606034;[-0.95  0.4 ]
Asics Runkeeper Lauf-Tracker;SECTION B: Funktionalität;-0.012944983818770293;[-0.02  0.11];-1.3432835820895592;[-21.51   0.76];-0.4017857142857155;[-0.91  0.61]
Asics Runkeeper Lauf-Tracker;Layout;-0.017142857142857078;[-0.03  0.12];-1.7647058823529345;[-25.55   0.71];-0.468749999999999;[-0.93  0.55]
Asics Runkeeper Lauf-Tracker;Grafik;-0.022246941045605973;[-0.03  0.08];-3.0769230769230425;[-38.16   0.58];-0.6060606060606034;[-0.95  0.4 ]
Asics Runkeeper Lauf-Tracker;Visueller Anreiz;-0.01618122977346269;[-0.02  0.09];-2.307692307692295;[-30.77   0.66];-0.5357142857142844;[-0.94  0.49]
Asics Runkeeper Lauf-Tracker;SECTION C: Ästhetik;-0.018520805037659238;[-0.03  0.09];-2.459016393442678;[-32.22   0.64];-0.5514705882352997;[-0.94  0.47]
Asics Runkeeper Lauf-Tracker;Qualität der Information;0.0;[-0.01  0.11];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
Asics Runkeeper Lauf-Tracker;Quantität der Information;0.005482456140351129;[-0.01  0.14];0.30303030303031697;[-5.69  0.93];0.17857142857143823;[-0.74  0.86]
Asics Runkeeper Lauf-Tracker;Visuelle Information;-0.01102535832414528;[-0.03  0.14];-0.7142857142856979;[-15.46   0.82];-0.26315789473683765;[-0.89  0.7 ]
Asics Runkeeper Lauf-Tracker;Glaubwürdigkeit;0.016797312430011258;[-0.01  0.21];0.6382978723404279;[-2.47  0.96];0.46875000000000255;[-0.55  0.93]
Asics Runkeeper Lauf-Tracker;SECTION D: Information;0.0028091860383453893;[-0.01  0.12];0.17204301075268819;[-6.95  0.91];0.09411764705882353;[-0.78  0.84]
Asics Runkeeper Lauf-Tracker;Bewusstsein;-0.01006036217303823;[-0.03  0.17];-0.5;[-13.41   0.84];-0.2;[-0.87  0.73]
Asics Runkeeper Lauf-Tracker;Wissen;-0.00489236790606648;[-0.02  0.14];-0.2702702702702671;[-11.2    0.87];-0.11904761904761785;[-0.85  0.77]
Asics Runkeeper Lauf-Tracker;Einstellung;-0.009794319294808954;[-0.03  0.16];-0.5405405405405374;[-13.8    0.84];-0.21276595744680757;[-0.87  0.72]
Asics Runkeeper Lauf-Tracker;Absicht zur Veränderung;-0.004766444232602257;[-0.02  0.13];-0.303030303030289;[-11.51   0.86];-0.13157894736841574;[-0.85  0.76]
Asics Runkeeper Lauf-Tracker;Hilfe suchen;-0.005035246727089627;[-0.02  0.14];-0.2857142857142857;[-11.35   0.87];-0.125;[-0.85  0.76]
Asics Runkeeper Lauf-Tracker;Verhaltensänderung;-0.004766444232602257;[-0.02  0.13];-0.303030303030289;[-11.51   0.86];-0.13157894736841574;[-0.85  0.76]
Asics Runkeeper Lauf-Tracker;SECTION F: Wahrgenommene Wirkung der App;-0.006531323137212142;[-0.02  0.14];-0.3849238171611848;[-12.3    0.86];-0.16139878950907793;[-0.86  0.75]
Carb Manager-Keto Diät, Fasten;Unterhaltung;0.0027472527472527475;[-0.01  0.08];0.2857142857142857;[-5.86  0.93];0.16666666666666666;[-0.75  0.86]
Carb Manager-Keto Diät, Fasten;Interesse;-0.00884955752212376;[-0.01  0.05];-2.3076923076922733;[-30.77   0.66];-0.535714285714282;[-0.94  0.49]
Carb Manager-Keto Diät, Fasten;Individuelle Anpassbarkeit;-3.1884635974300876e-17;[-0.01  0.06];-3.96508223080413e-15;[-8.6  0.9];-1.982541115402061e-15;[-0.81  0.81]
Carb Manager-Keto Diät, Fasten;Interaktivität;-3.1884635974300876e-17;[-0.01  0.06];-3.96508223080413e-15;[-8.6  0.9];-1.982541115402061e-15;[-0.81  0.81]
Carb Manager-Keto Diät, Fasten;Zielgruppe;-0.00884955752212376;[-0.01  0.05];-2.3076923076922733;[-30.77   0.66];-0.535714285714282;[-0.94  0.49]
Carb Manager-Keto Diät, Fasten;SECTION A: Engagement;-0.0028781947962238773;[-0.01  0.06];-0.4761904761904879;[-13.18   0.85];-0.19230769230769612;[-0.87  0.73]
Carb Manager-Keto Diät, Fasten;Leistung;-0.009036144578313216;[-0.01  0.07];-1.7647058823529345;[-25.55   0.71];-0.468749999999999;[-0.93  0.55]
Carb Manager-Keto Diät, Fasten;Nutzerfreundlichkeit;1.3536130663659589e-16;[-0.01  0.08];1.3995538734668637e-14;[-8.6  0.9];6.9977693673343674e-15;[-0.81  0.81]
Carb Manager-Keto Diät, Fasten;Navigation;-0.0028169014084508323;[-0.01  0.06];-0.4545454545454751;[-12.97   0.85];-0.185185185185192;[-0.87  0.74]
Carb Manager-Keto Diät, Fasten;Motorisches, gestisches Design;-0.006020469596628502;[-0.01  0.06];-1.1764705882352875;[-19.9    0.77];-0.370370370370369;[-0.91  0.63]
Carb Manager-Keto Diät, Fasten;SECTION B: Funktionalität;-0.004413387274733391;[-0.01  0.06];-0.7430340557275595;[-15.74   0.82];-0.2708803611738163;[-0.89  0.69]
Carb Manager-Keto Diät, Fasten;Layout;-0.00866050808314091;[-0.01  0.05];-2.307692307692317;[-30.77   0.66];-0.5357142857142867;[-0.94  0.49]
Carb Manager-Keto Diät, Fasten;Grafik;-0.005889281507655933;[-0.01  0.06];-1.111111111111086;[-19.28   0.78];-0.357142857142852;[-0.91  0.64]
Carb Manager-Keto Diät, Fasten;Visueller Anreiz;-0.00884955752212376;[-0.01  0.05];-2.3076923076922733;[-30.77   0.66];-0.535714285714282;[-0.94  0.49]
Carb Manager-Keto Diät, Fasten;SECTION C: Ästhetik;-0.007806909114566321;[-0.01  0.05];-1.9512195121951215;[-27.35   0.69];-0.49382716049382713;[-0.93  0.53]
Carb Manager-Keto Diät, Fasten;Qualität der Information;-0.006020469596628502;[-0.01  0.06];-1.1764705882352875;[-19.9    0.77];-0.370370370370369;[-0.91  0.63]
Carb Manager-Keto Diät, Fasten;Quantität der Information;-1.2738216930457364e-16;[-0.01  0.06];-1.6776703483224588e-14;[-8.6  0.9];-8.388351741612223e-15;[-0.81  0.81]
Carb Manager-Keto Diät, Fasten;Visuelle Information;-0.011299435028248718;[-0.02  0.06];-2.352941176470615;[-31.2    0.65];-0.5405405405405433;[-0.94  0.48]
Carb Manager-Keto Diät, Fasten;Glaubwürdigkeit;-0.006020469596628502;[-0.01  0.06];-1.1764705882352875;[-19.9    0.77];-0.370370370370369;[-0.91  0.63]
Carb Manager-Keto Diät, Fasten;SECTION D: Information;-0.005827505827505828;[-0.01  0.06];-1.1851851851851851;[-19.99   0.77];-0.37209302325581395;[-0.91  0.63]
Carb Manager-Keto Diät, Fasten;Bewusstsein;-0.007936507936507815;[-0.02  0.08];-1.0714285714285554;[-18.9    0.78];-0.34883720930232215;[-0.9   0.65]
Carb Manager-Keto Diät, Fasten;Wissen;-0.007936507936507815;[-0.02  0.08];-1.0714285714285554;[-18.9    0.78];-0.34883720930232215;[-0.9   0.65]
Carb Manager-Keto Diät, Fasten;Einstellung;-0.004985044865403789;[-0.01  0.06];-1.0;[-18.21   0.79];-0.3333333333333333;[-0.9   0.66]
Carb Manager-Keto Diät, Fasten;Absicht zur Veränderung;-0.005083884087442922;[-0.01  0.06];-0.9090909090909296;[-17.34   0.8 ];-0.31250000000000483;[-0.9   0.67]
Carb Manager-Keto Diät, Fasten;Hilfe suchen;-0.005083884087442922;[-0.01  0.06];-0.9090909090909296;[-17.34   0.8 ];-0.31250000000000483;[-0.9   0.67]
Carb Manager-Keto Diät, Fasten;Verhaltensänderung;-0.005083884087442922;[-0.01  0.06];-0.9090909090909296;[-17.34   0.8 ];-0.31250000000000483;[-0.9   0.67]
Carb Manager-Keto Diät, Fasten;SECTION F: Wahrgenommene Wirkung der App;-0.0059916972195668775;[-0.01  0.07];-1.034482758620633;[-18.54   0.79];-0.3409090909090786;[-0.9   0.65]
Daylio Tagebuch & Gewohnheiten;Unterhaltung;-0.003706449221645536;[-0.01  0.05];-0.909090909090878;[-17.34   0.8 ];-0.3124999999999926;[-0.9   0.67]
Daylio Tagebuch & Gewohnheiten;Interesse;-0.005466472303207122;[-0.01  0.05];-1.3043478260869863;[-21.13   0.76];-0.3947368421052686;[-0.91  0.61]
Daylio Tagebuch & Gewohnheiten;Individuelle Anpassbarkeit;-0.0053821313240042246;[-0.01  0.03];-2.3076923076922733;[-30.77   0.66];-0.535714285714282;[-0.94  0.49]
Daylio Tagebuch & Gewohnheiten;Interaktivität;-0.0053821313240042246;[-0.01  0.03];-2.3076923076922733;[-30.77   0.66];-0.535714285714282;[-0.94  0.49]
Daylio Tagebuch & Gewohnheiten;Zielgruppe;-0.007301935012778512;[-0.01  0.03];-3.07692307692313;[-38.16   0.58];-0.6060606060606102;[-0.95  0.4 ]
Daylio Tagebuch & Gewohnheiten;SECTION A: Engagement;-0.005453990139185862;[-0.01  0.04];-1.9633507853403238;[-27.46   0.69];-0.49537648612945956;[-0.93  0.53]
Daylio Tagebuch & Gewohnheiten;Leistung;-0.009455370650529501;[-0.01  0.01];-5.0;[-56.63   0.38];-0.7142857142857143;[-0.97  0.23]
Daylio Tagebuch & Gewohnheiten;Nutzerfreundlichkeit;0.0;[-0.    0.04];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
Daylio Tagebuch & Gewohnheiten;Navigation;-0.005466472303206915;[-0.01  0.05];-1.304347826086937;[-21.13   0.76];-0.39473684210525956;[-0.91  0.61]
Daylio Tagebuch & Gewohnheiten;Motorisches, gestisches Design;-0.005289139633286398;[-0.01  0.04];-1.7647058823529678;[-25.55   0.71];-0.4687500000000037;[-0.93  0.55]
Daylio Tagebuch & Gewohnheiten;SECTION B: Funktionalität;-0.005059099480292591;[-0.01  0.04];-1.7813765182186534;[-25.71   0.71];-0.47109207708779866;[-0.93  0.55]
Daylio Tagebuch & Gewohnheiten;Layout;-0.003706449221645536;[-0.01  0.05];-0.909090909090878;[-17.34   0.8 ];-0.3124999999999926;[-0.9   0.67]
Daylio Tagebuch & Gewohnheiten;Grafik;-0.005565862708719724;[-0.01  0.04];-1.764705882352901;[-25.55   0.71];-0.4687499999999943;[-0.93  0.55]
Daylio Tagebuch & Gewohnheiten;Visueller Anreiz;-0.007173601147776103;[-0.01  0.04];-2.2222222222221966;[-29.95   0.66];-0.5263157894736813;[-0.94  0.5 ]
Daylio Tagebuch & Gewohnheiten;SECTION C: Ästhetik;-0.005501895097200547;[-0.01  0.04];-1.6875000000001759;[-24.81   0.72];-0.45762711864409367;[-0.93  0.56]
Daylio Tagebuch & Gewohnheiten;Qualität der Information;-0.0053821313240042246;[-0.01  0.03];-2.3076923076922733;[-30.77   0.66];-0.535714285714282;[-0.94  0.49]
Daylio Tagebuch & Gewohnheiten;Quantität der Information;-0.0018208302986160868;[-0.01  0.04];-0.4347826086956325;[-12.78   0.85];-0.17857142857142194;[-0.86  0.74]
Daylio Tagebuch & Gewohnheiten;Visuelle Information;-0.0018155410312272237;[-0.01  0.07];-0.2325581395348732;[-10.84   0.87];-0.10416666666666244;[-0.84  0.77]
Daylio Tagebuch & Gewohnheiten;Glaubwürdigkeit;-0.0036456434560699145;[-0.01  0.04];-1.111111111111086;[-19.28   0.78];-0.357142857142852;[-0.91  0.64]
Daylio Tagebuch & Gewohnheiten;SECTION D: Information;-0.003174819148694798;[-0.01  0.04];-0.8433734939758706;[-16.7    0.81];-0.29661016949151725;[-0.89  0.68]
Daylio Tagebuch & Gewohnheiten;Bewusstsein;0.0015923566878980893;[-0.    0.05];0.2857142857142857;[-5.86  0.93];0.16666666666666666;[-0.75  0.86]
Daylio Tagebuch & Gewohnheiten;Wissen;-0.001595405232929164;[-0.01  0.04];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
Daylio Tagebuch & Gewohnheiten;Einstellung;-0.001595405232929164;[-0.01  0.04];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
Daylio Tagebuch & Gewohnheiten;Absicht zur Veränderung;-7.334374903611786e-17;[-0.    0.04];-1.4155343563970746e-14;[-8.6  0.9];-7.0776717819853225e-15;[-0.81  0.81]
Daylio Tagebuch & Gewohnheiten;Hilfe suchen;-1.1105883497402028e-16;[-0.    0.04];-2.0455018150669545e-14;[-8.6  0.9];-1.0227509075334669e-14;[-0.81  0.81]
Daylio Tagebuch & Gewohnheiten;Verhaltensänderung;-0.001595405232929164;[-0.01  0.04];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
